author_title,review_text,review_rating
Bilal Sukhlain,"I enrolled with the Jigsaw Academy for the Full Stack DataScience Course. The course is quite comprehensive and the content informative and relevant.
Experience was good, The faculty and support staff are very helpful.
Would recommend this Institute to those who want an entry into the Data science world.",4
Priya P,"My recent experience with Jigsaw has me completely disappointed. I wanted to enroll for the full stack Java developer course. While enrolling the sales guy/student advisor-Dipanjan- was constantly following up with me about making the initial payment. So i made the payment. However, they decided to cancel the batch with no explanations and said money will be refunded in 14 days. All well and good.

However, its been more than 3 weeks and I still don't have my money back. The student advisor when contacted, directed me to another team. I wrote to this student advisor's manager- Parvathi as well and she does not even have the courtesy to respond that they are working on it.

I am now running around with emails going back and forth trying to get my money back. Their support team closed the ticket without resolving my issue saying- yet another team will contact me about the refund.

This is unacceptable. I did not expect this kind of service from Jigsaw. They don't even let you sit in one demo class before committing to the course. I cannot believe Jigsaw's standards have become so low and all they want is people's money with no responsibility on following through with their promises.

I would advise everyone to be wary of of Jigsaw and enrol at your own risk- without demo classes and there is no way of getting out once they have your money.",1
Deepti Gaur,"I just completed this bootcamp data science course in jigsaw academy , it was so excellent . I don't have any coding background but the study material was so good even if someone don't know anything about coding , they can becoming a good coder just like me .  The faculty was so good they make me understand about every concept very deeply and the support team of jigsaw was very helpful and specially Mr Giri . overall i had very great experience",5
Rashmi H Panchakshari,"jigsaw academy, this is place where we can acquire knowledge regarding data analytics, everyone including faculties , staff were supportive and encouraging.. classes were scheduled with a good planning, but even it can be improved also. Learning A lot of things regarding statistics,R and python etc.,. also we need to work  dedicated. Thank you Jigsaw for everything,i am waiting to get placed to some good company as of now by improving my self.",4
ankit bansal,"I am Ankit Bansal, working into Financial Analytics for major US banks, New York. I have been taking Jigsaw courses for last 2 years, genuinely these courses helped me to build understanding in analytics / data science domain from foundation up to expert level.
The course content is excellent and explained logically in a simple way.

Secondly, I really appreciate the Jigsaw technical team (Mr. Moses) for resolving any issues related to uploading videos / assignments / server access etc.
Whenever I had any issue for last 3 years, my queries were listened carefully and always resolved timely, no follow-ups required.

I genuinely recommend Jigsaw who are looking for good analytics / data science content + technical services.

Sr. Consultant
Data Science team, NY",5
Ajeya Mandayam,"Data Science being a new industry and Data Scientists being the need of the hour, it requires a thorough training to ensure that students and professionals from different streams of the industry are kept up to date with the current needs of the Job Market.

Further the subject being new requires intense immersive and interactive learning which works better through a classroom setup where we get to interact with other aspirants of data science.

The boot-camp on Full Stack Data Science organized by Jigsaw Academy provides a perfect platform for data science aspirants intending to make a seamless shift into the industry acquiring the best of the knowledge from the best in the industry.

This ecosystem contributes to learning and brainstorming thereby fosters competitive growth and enables oneself to make a mark in the growing industry. On a personal note, I would strongly recommend joining the Full Stack Data Science Program Boot-camp with Jigsaw Academy",5
Anagha Ramrao Puranik,Jigsaw Academy is one of the most suited institute for data science and analytics.faculty and staff are very helpful in clearing our doubts.I got an opportunity to learn with people in different fields. I had the best team. Overall I would like to recommend this Academy for data science course.,5
Nazeer Hussain,"Jigsaw provided a well established platform for us to learn Data Science.

Without Faculty no institute is great, Jigsaw has the most market experienced and Statistics(scientists) who can take you through the journey of transformation.

Thanks to Mayukh Ghosh, Kunal, Sarita, Kafeel and Giri, Chandan, and all the support staff members for helping me complete this course successfully. I am happy that i was part of the Bootcamp and i can now see a change in the way i read data.",5
arusarka ghosh,"If you really want to pursue your career in Analytics there is no other place better than Jigsaw Academy. They will give you armor and sword and now analytics-battle-field is yours. Just after completing the Full Stack Data Science Course I got my breakthrough in Pharmaceutical Market Research with Harman India. While doing the course I got exposure to R, Python, SQL and Tableau and have done lots of pilot projects using OLS, Logistics, Random Forest, Clustering and Time Series algorithms. Initially these hands on experiences have helped me a lot to adopt real business scenarios. I'm really thankful to Jigsaw faculty. I also want to mention Giriprasad's name and his Student Support team who are giving their more than 100% effort to keep the work flow in the back end. Jigsaw is truly no. 1. A person like Sarita leading this Institute from the front is helping Jigsaw to maintain the no. 1 position.",5
Ramesh Guduru,"I have enrolled for post graduate diploma in analytic s from Jigsaw academy which comprises of more than 10 courses with life time access. My experience on the quality of content, technical support and guidance, so far has been fabulous. I recommend Jigsaw's courses to all those aspiring for a career in analytic s. Thanks you and Good luck to Jigsaw academy !",5
Abhishek Sharma,"IIM Indore & Jigsaw IPBA - Integrated program in business analytics - is GREAT.
Classes are hassle-free for all of those applicants that are already working, and therefore busy during week-days, and the related JLC portal that you have granted access to has plenty of videos and material in general for you to prepare.

Professors are all well qualified and eager to help during and after classes if you need any support. Kuddos to Jitendra and Prof Pritam.

Faculty is very supportive and always eager to listen to students if any disconcertment might arise over course structure, additional classes to be provided, and so on. Kuddos to *Moses Kola*.  If there are any questions to ask and direct answers to gather he is always there for you.

I am fully satisfied with being part of this journey, it is a serious and High-Level Education Program provided by IIM Indore and Jigsaw Academy.
Thanks to IIM Indore, Jigsaw, in Particular:- Prof Pritam, Prof Jitendra and Moses Kola for this wonderful journey. God bless you all!!:)",5
Hari Alankala,"Jigsaw Academy helped me gain the knowledge in Statistical analysis using Excel and SAS, which can be applied in various business scenarios. The most important thing for student is to be commitment in their course to successfully complete the course because it requires a lot of self-study and work on assignments provided by Jigsaw.  I recommend Jigsaw Academy for the students who wants to make a carrier in Analytics.",5
Varun Bhat,"For someone who is looking to get into data science this course would be a good starting point.
The faculty at Jigsaw is also very good -
Statistical concepts which are slightly hard to understand especially for people coming from non-stats background (including me-Mechanical engineer) were made easier by faculties such as Manoj,Mayukh and Sarita.
R and Python covered by Gunnvant and Kunaal was also very good.
Giriprasad and the support team provided timely responses to any issues raised by the students.
My advice: Data science cannot be mastered within a period of 3–6 months. But if the student is willing to put in the required effort, Jigsaw provides the necessary support and guidance to make a transition into the world of data.",4
Sandeep Gupta,"My experience has been very good at Jigsaw. I enrolled myself in self learner courses in Analytics, R and Big data, online course material is designed and organized very well. Their support team is prompt in responding to queries/issues. Overall very nice learning experience.",4
Smita Mohite,"I have finished People Analytics course from Jigsaw Academy & IIM indore and it was very good learning, informative knowledge is the main take away from this course.",4
Lopamudra Pattnaik,Data science is a emerging sector in India. It is difficult for a non-statistical background  student like me (B-tech) to understand the concept and do the assignment of Jigsaw. I am happy that I got an internship within my course duration. Still I have not yet completed my certification. Jobs for fresher is difficult. Before choosing any course just have a talk with the faculty because they only can guide you the best according to your profile.,5
Balaji Athreya,"As a mid level manager in IT field, I was at cross roads regarding my future career decisions.  I wanted to venture in to Analytics field so that my domain experience would get enhanced with analytics hands on exposure.

From my  experience with Jigsaw academy, I would any day recommend it to analytics aspirants. This is the best place to start with for Analytics foundation. The courses blend right amount of theory combined with Business cases. Also this is economical compared to other high end programs in analytics field which concentrates more on theoretical aspects.

I enjoyed learning in Jigsaw academy.

Thanks,
Balaji.B
Associate Manager- Analytics
Harland Clarke Holdings India",5
Adarsh Srivastava,HI I am Wipro and I found that Management Team at Jigsaw is really good and helpful. Moses Kola is really helpful and supportive person in Jigsaw. Thanks for your support!,4
Santosh Yadav,"PADHR course offered by IIM Indore & Jigsaw is great start if you want to explore statistics, Data analysis, Python. Course work is good and lots of self learning material is provided as well.",4
Sachin Sp,Best Academy in Bangalore. I have completed the full stack Data science Class Room training. It was great experience and have learnt lot of things going to this course this course is most recommend for today's job market. Faculty will be very helpful and will clarify all the doubts. Support team also very helpful.,5
Roshan Shetty,"I enjoyed learning analytics from Jigsaw Academy. The decision turned out to be a correct one. Online classroom sessions, assignments and case studies, helpful faculty and helpful jigsaw staff members is all I needed and I'm satisfied to have all these received from Jigsaw. Even after the completion of the course, Jigsaw is always ready to help me in terms of query resolving and placement assistance.

Thanks a lot Jigsaw for all your support and would to love to remain in touch.",5
Pranav Sharma,"I developed interest in IOT through the digital transformation taking place in many companies. Everywhere we see people taking about smart devices. I decided to see if any course is available for IOT and my search ended at Jigsaw academy.
I first took the free course which showed me the future prospects of IOT and that led me to taking up the learning course in IOT.
I guess joining Jigsaw was the right decision.
I have completed my first module with Arduino and i am pretty much happy with the course.
the content is very well prepared. all basics are covered like the hardware, C language, networking etc and sufficient explanation is provided on new concepts.
The exercises during the course are excellent and let you play with the hardware making learning even more easy.
you can play around with hardware and code.
Hardware kit is very good and delivered on time. quality is good.

Got to learn lot of new things.

support team is prompt and responsive. tickets are resolved in quick time.",5
Shishir Pandey,"Hi All,

A collection of all sorts of analytic's courses which Jigsaw provides along with the faculties who are having very good real time experience makes Jigsaw exception platform .It has helped me understanding the real meaning of Analytics and has also me to realize the importance of it across industries. The portable nature of  classes along with a very interactive learning of the tools like SAS etc  which are the market leaders  has really turned me on to join the course. Unlike other institution they had also given me a chance to undergo the first classes free of cost and it helped me to gain confidence whether join the classes or not and to realize my comfort zone with the on line classes. In addition to the very well information that they would provide during the classes , Jigsaw would also share good materials and their real time implementation of analytics across the corporate. One more better part of Jigsaw is that for the classes that we have missed they would again give us the opportunity to cover up by providing the same or better faculty . One of the best and foremost features of Jigsaw and its employees are they are very responsive in nature and treat their students very friendly. Overall i would  advise a student who is about to start his carrier in Analytics Jigsaw would be best platform. Thanks a lot to Gaurav sir & Sarita mam for initiating  such blend of online data  analytics course which has helped the students to excel their carrier into analytics. My special thanks to  Moses who was very supportive and a quick resolver for any technical challenges which we have come across throughout the courses.  My best wishes to Jigsaw Team..Cheers, Shishir",5
Ajay Agarwal,I enrolled with Big Data Specialization course with Jigsaw Academy. I find that the course content very well structured and brilliantly delivered via pre-class videos and instructor led classes. Assignments will help you apply the learning in practise. The support is quick to respond. A good place for beginner to get started in Big Data and Data Analytics,4
Arpit Srivastav,"Very Good experience and learning during the course & well supported people like Moses who always been in touch with us with regular communication.....
ANUPAM SRIVASTAVA",5
krishna chaithanya,"The course was very good.I got to know the practicalities ,challenges and time it would take to build a data model.The quality of lectures,feedback given by instructors after evaluating the assignments were really good.On-call support from faculty is really good.Jigsaw support has been very quick in addressing any issues. Placement assistance is helpful.

Overall, they delivered every thing that they promised.No lies & No cheating to lure the candidates to pay for the courses.

High value for the money I paid.",5
vicky crasto,"Referring to the post by Anit Antonito, I would like to highlight some points about my experience with Jigsaw Academy.

I have taken all the 3 courses SAS, R, and Python. I believe that all 3 have their own place in the analytics arena today. Companies in different domains have different requirements and it helps to be well prepared if one is looking out for analytics jobs as a fresher or looking to change streams in mid-career.

First and foremost, let us face the fact, no one can assure you a job, they can only help you prepare for it. Each one needs to invest their time and effort to complete all the courses

I have been a student at Jigsaw Academy for the last one year and very satisfied with my investment in the program.

Jigsaw Academy conducts a lot of activities over and above the course delivery to add to your analytics acumen. Apart from the easy to understand course materials and good faculty support, they conduct monthly contests which give you a taste of the real-world challenges. Relevant post and updates about the developments in data science on Forums and Blogs.
Regular sessions with industry mentors to help you sharpen your skills. I have attended a couple of these webinars and they are excellent! Weekly jobs post from within their corporate network and from others job portals.

Currently, I am in the process of finding a job, being from a different domain it is difficult but not impossible. Jigsaw mentors advised me to solve as many case studies as possible and maintain a GitHub profile which is helping me to get shortlisted.  Also, the placement team at jigsaw has been forwarding my resume to their connections.

Thanks to Jigsaw for helping a non-programming background, MBA Finance graduate to transform into a new age data analytics professional.",5
Vijaykumar Ahamadabade,"Great Course. I love the way it is designed and delivered. I learned a lot. The most imporatnt part is that I feel much more confident now because of all the fab resources given to us and how clearly the faculty explained everything. Big Thank you to all the faculty members :)

Special Mention: Moses Rahul is very prompt and supportive. The major reason of feeling comfertable in communication although the course was online has to be Moses. Thanks Moses for all the support.",5
Rajshekhar K,"I have more than 20 years experience in IT Infrastructure, not much exposure to coding. I was looking for upskilling myself with new technology, then I came across Jigsaw Academy via Google search and enrolled for IOT (Internet of Things) full stack program including IOT Analytics. Jigsaw IOT Full stack course is well designed course and gives full understanding of course. All video topics, bonus topics on JS coding, Case study workshops and webinar recordings are very well covered. Jigsaw Faculty and support team are very well supportive and provide resolution for all my queries regarding course topics and sometimes they conduct workshops with new technologies out of box.   I am really enjoying learning with this course and recommend others too. Thanks",4
anupama rathore,The Data Science course offered by Jigsaw is a good platform to start an understanding with Data Science and Analytics Domain. The capstone projects and live projects have really made me competent to solve problems and bring useful insights for businesses using Analytical tools.,4
ashutosh pattanaik,Jigsaw Academy is one of the best online learning platform to learn Basic as well as Advanced Analytics. The course content is very exhaustive. The entire Jigsaw team including the faculty and support are all very co-operative and are always ready to help you in addressing any concern.,5
Phalguni Sandeep,"The product management course collaborated with IIM is practical ,fun and the teaching is very great. It helped me transition into a PM role from developer and I started getting calls. The BYOP is soul to the whole course. It is fun learning as well",5
Anshuman Patnaik,"I had taken two courses from Jigsaw, Big Data Specialist and Full Stack ML and AI. For both the courses, I got plenty of support from the faculty and support team. The course content was also good and the evaluation equally tough.",5
Rohit Pandey,"Jigsaw Academy's foundation course in Data Analytics was recommended to me by a friend. I will have to admit that before joining this course I was highly skeptical of the numerous online certification programs going around.
But right from the payment of fees to the doubt clarification every thing has run seamlessly enough for me to be delighted of this course. The content for each module is excellent. The MCQ which one has to take after each module is great and tests the logic and understanding of the concepts extensively. The assignments for each topic is based on the industrial problem and gives a hand on industry exposure.
All in all I have had a wonderful experience and hopefully Jigsaw Academy will continue with the good work.",4
rahul chaurasia,"Jigsaw Academy is the best place to learn analytics. Even the difficult topic can be learn in the easiest way with the help of pre-calss videos,real case studies and high class faculties.The course content and explanation is fantastic. Faculty and support team are very helpful and respond instantly.

The study materials are very good. They have designed very well to understand the concepts and the faculties are very supportive throughout the course.",5
Saahil Gupta,"Jigsaw stands out from the crowd of vast analytics courses mainly because of its conceptual approach, plenty of assignments from the real world data and the dedicated placement assistance. Anyone who wants to pursue his/ her career in the field of analytics must take a mandatory dose of any of the jigsaw’s basic course, for it provides the best return on investment and thorough learning experience",5
Rishav Banerjee,"I have completed the course Data Science with SAS from Jigsaw Academy. The course is well equipped and helped me understand the things at very ground level.
It would not be possible without a help from a mentor and talking about it the only name strikes my mind, Mr. Mayukh Ghosh, faculty of Jigsaw. His weekend classes is all about exploring and gaining knowledge. Apart from that whenever I approached him with any query, he have guided me. He is definitely a great teacher and human being who shares not only knowledge but also career guidance.
Thanks Jigsaw for having such excellent people in your faculty and such an excellent compact program for getting started with Data Science",5
Karthik Venkataraman,I enrolled in Data Science with SAS course at Jigsaw. The  study material and videos are extensive designed. The support team gets regular feedback and managed to resolve any technical issues. The assignments are very well designed. It is definitely worth the money and time spent.,5
Sukalp Shivam,"I enrolled with Data scientist course in Feb 2017.The materials which jigsaw is providing is really nice and effective.I got an opportunity to do internship in start up company within course duration.so I am thankful to the academy for this opportunity.
But my suggestion is for the B.tech students that if they are interested to do this course then first needs to clear the concept with statistics and  Business terminology.If you are fresher then its difficult to get job in present market.
I would highly recommend taking up internships as its a rich learning ground and helps to hone your analytical skills before you land your dream job",4
Rajesh Sundaram,"I would like to highlight key positive points about Jigsaw Academy

Great structured Video training sessions & data set for assignments and Capstone project
Good faculties like Mayuk, Manoj
Timely system support especially by Giriprasad
The course content is well thought to give value for money with this 3 month crash course. If you have passion in statistics & Data science then this is one of the best courses available in Bangalore.

Happy Learning.",4
Sindhu Jal,"I would recommend Jigsaw Academy to the people who are interested in building Data science career. The full stack Data Science Boot camp
program is comprehensive. However the time spent on Python & ML was very limited. Mr. Manoj (MS Excel faculty) & Mr. Kunal (Python faculty) did phenomenal job with in the stipulated time. Mr. Giri Prasad from student support team was very supportive during the course wrap up phase & Jigsaw LMS access extension.",4
j .thomas,"Learning experience at Jigsaw is wonderful.  I would recommend Jigsaw to anyone who likes to learn analytics to explore a career in analytics.  What is included in the course, Statistics, SAS, Predictive analytical concepts is good enough to start a career in analytics. Of course, Sarita, the backbone and the best instructor of Jigsaw, hats off to you.  But everyone in Jigsaw is helpful and resourceful. Thanks to ALL.",5
Ananth krishna,"I have enrolled for Combo courses (Data Science with SAS,Financial analytics and Data Science with R).

The course content is perfectly designed , well structured and organised on the LMS , and beautifully delivered by the faculty.

The best institute that is currently available to learn the Analytics. I recommend Jigsaw to everyone who wish to take the Analytics course.

The courses are best suited for MBA students and for professionals who wish to start their career in Analytics field.",5
Preetha Rajan,"Econometrics and Statistical Analysis have always been my passion since high school. It has been a dream of mine to pursue a career in the field of Business Analytics, characterized by the extensive application of Econometrics, Statistical concepts and Predictive Modeling techniques, every day, on the job. It is thanks to Jigsaw Academy that this dream is finally going to come true!

Even though I have a Master's degree in Economics from the University of Auckland, I found that I unfortunately, did not have the required skills to enter the Analytics Industry, as a Fresher. After an extensive search for suitable Analytical training institutes, I came across Jigsaw Academy and I honestly, thank my lucky stars that I did! Not only was the course content very exciting but the fees were very reasonable! Believe me, I came across so many fly-by-night institutes, who were only interested in money and not the welfare of the student!

Learning Analytics with Jigsaw Academy has been nothing short of an exciting journey! It was a fun process, where I could learn with confidence, knowing that my lectures were being handled by experts from the industry, with years of experience behind them! I would like to especially mention Saritha here. One of the best teachers, I've ever had, in my life! I always looked forward to her lectures on what were seemingly complicated (but incredibly exciting!) SAS topics such as SAS Functions and Procedures, SAS Combining and Merging, etc. Also, it was fantastic to work with data sets from real life case studies (I am especially fond of the Horse Racing Case Study!) where you get the opportunity to think on your feet and begin acting like a real Analyst! Handling such data sets also gives me immense confidence to handle complicated interviews! With Jigsaw, you can expect nothing but the best!

Also, as a student, technical support is incredibly important, especially if the entire learning process takes place online, with assignments to be submitted on the Remote Desktop. All I can say is, throughout my time at Jigsaw, I have had absolutely nothing to worry about! The technical team at Jigsaw have been extremely supportive in understanding my needs and anxieties as a student and are just a phone call or an email away! :) Many thanks Mr. Moses, Mr. Ramesh and the rest of your awesome team for making my learning experience a stress free one! :)

Jigsaw Academy also has a great placement assistance team, which takes the time and trouble to review your CV and makes very useful suggestions for improvement and also takes trouble to share a question bank consisting of important questions which could be asked at an interview!

Face it, Jigsaw Academy is one of those institutes, which not only imparts valuable knowledge to students, but is also involved in the all round preparation for crucial next steps, such as job interviews, etc. A special thanks to Ms. Roopashri, for all her help and advice! :)

My advice to anyone who wishes to pursue a career in Analytics, but requires certain critical skills to make that dream come true, is to look no further. Let Jigsaw Academy be the institute to help you out in pursuit of your dreams! :)",5
monica bhandari,What can I say; I found Jigsaw Academy as one of the best in fields of online courses. The overall curriculum is well designed for even those students who have no knowledge of analytic. The best part I loved in this course is online classes and material along with recordings which helped me to study any time as I can't avail proper class due to my odd working hours. And last but not the least I really want to thank Moses for all the help and support provided by him for timely completion of the course,4
Tarun Kumawat,"I just completed my Full stack in data science course from Jigsaw, the Journey of course is excellent. Jigsaw Faculty support and Customer support is very prompt. they helped a lot during the course. course content is crisp and clear. One of the faculties Nitya Laxmi I found her best in answering queries and very promptly. However Customer support team (Reshma Iyer) is also very active in jigsaw they provide you extended help.",5
ankit mongia,"Hi All,
I am writing this review after the completion of 2 courses that I did From Jigsaw Academy. “Data Science with R and Big Data.” Before Starting the review I will like to tell you about my technical background. At the time of joining the course I had around 3 years of experience as Oracle PL/SQL Developer.
After reading and listening much about analytics I finally decided to look for Institutes that provides courses in Analytics. If you search on google you will find Jigsaw on top 5. Before going to Jigsaw I Checked Online fee structure of various institutes for big data course. Mainly Fee structure varied from 25K to 30K Max. But when I went to Jigsaw I was surprised to hear the fee structure that was costing almost 2 to 2.5 times what other institutes were charging. I asked them the reason for this and the guy said the quality of assignments, videos and dataset set they provide for work are really good.
Please not the point that the fee structure I am talking about is for self-learning Course, which means you will be provided with a set of videos of each topic which you have to see and give assessments after each topic. If you go for Instructor led course which means you have a live class with the tutor once in a week that will cost you very high. Please note the course fee is not fixed and it depends how much you can bargain or any offer they provide.
After thinking a lot I went for Combination of 2 Courses Data Science with R and Big Data Course. After negotiation finally the guy offered me the course for 56K. Course validity was for 1 year.
Now I will give you little Introduction about Each Course.
Data Analytics with R: In this Course you will be learning About Machine Learning Techniques and how to implement it to solve business problems. The Course start with very basic and covers all the topics that you need to learn to be a Data Analyst. This is a new thing if you are not from statistics background. You have to be very patient and hard working to learn Data Analytics.
Big Data: I will say this course is best suited for Database related people, as it has DB Concepts involved into it. I would recommend people who are working in Database to go for this course instead of going for combination of both. This course covers almost all the topics involved in Big Data Concepts.
Please Note after completion of course you will stand somewhere between basic and intermediate level for the course you are learning. This level can Change depending on your practice and hardwork.
Placements: Here comes the most important part. Will I get a job after completing the Course? Well it depends on various factors. You’re Salary, Experience, whether company is willing to take a student only with Certification but no with hands on Experience.
Most of the Companies that comes to Jigsaw are startups. Few big names also came like OFSS, Genpeck etc. I have given 2-3 interviews from Jigsaw, But the major concern of the companies is whether you have hands on experience of the same in your current role or not.
So Thinking that you will get a job after completion of course is not an easy thing. You have to make sure that you solve some real word problems on different web sites and put in your resume to make sure that recruiter takes interest in you.
In the end I would like to say that Content of Jigsaw is good, but the fee is very high. For the Big data course I checked Eureka videos or some YouTube videos I found similar kind of content on them also. So I felt they are charging high. If you see the Eureka fee structure you will get to know how much difference is there.
So far I have not got a job on the course I did. The two reasons I felt is:
1.)	No Hands on Experience in my current role.
2.)	Current Salary.
All the best.",3
Sowmiya Sekar,"I enrolled for the Full Stack Data Science(FSDS) program in Jigsaw Academy. My overall experience was good . Staffs in Jigsaw well supported & provide resolution for each query regarding course topic and doubts. The video content is very much useful and the concepts are clear. In boot camp you'll be getting hands-on experience that helps us alot. We will be getting job notification regarding the openings right from the beginning of the course. The support team helps us alot. Especially I would like to thank Mr.Giri for being more helpful throughout this program.

I would recommend you to go for Jigsaw Academy boot camp program.

Thank you Jigsaw Academy and Support team !",5
Amit Patil,"I had enrolled for the Foundation Analytics (SAS) course in Dec 2013. As far as pedagogy, course content and delivery is concerned Jigsaw Academy is definitely top-notch. The instructors were extremely prompt in their email responses to queries and doubts. If you diligently complete the mandatory assignments, there is no doubt that you will gain a solid foundation in Statistics and Analytics techniques as well as good, functional familiarity with programming languages and tools.
If I have to nitpick, the only disappointment was not having lifelong access to the course notes and assignment solutions, but I believe that issue has been fixed now.
I would definitely advise any mid career professionals seeking to switch to Analytics related roles to surely connect with Gaurav or Sarita to understand which course options would be ideal for them.

-Amit",5
viji iyer,"We get good guide and online coaching, great place to learn and hone your skills if you are passionate on data science.
A big thanks to Mr Moses Kola for constantly being connected and helping us with each and every little thing and never getting agitated with our repeated doubts or request.",5
angira bhadra,I had enrolled myself in Full Stack Data Science program. The support is very cooperative.. The course is designed for everyone for IT or non IT people. The faculties are so very supportive that whenever I questioned them they answered me at the earliest. As well as the the live classes were so helpful. Overall my experience is very good.,5
Santhosh Parthasarathy,"I have become passionate about product management and always want to build my profile around it. I have been searching for a perfect course which can help me upskill in this domain and finally found one.

Currently pursuing Product Management from IIM Indore & Jigsaw Academy.

Sometimes you will be lost during the course as there are lot of things to do thats where kanti from support team comes in. Support is excellent. For anything and everything I am able reach out to the SPOC and get my queries clarified. Keep it up!",4
Nithin Rajagopalan,"Being a Non-IT BTech Graduate, this was my entry into the IT and cyberworld. To put my experience here in a single word would be simply ""Impressive"".  Together, HackerU, and Jigsaw Academy has provided a Great and Fun way of learning Cybersecurity with their Masters in Cybersecurity Program.",5
vani reddy,"Excellent place to get your data science certication. The support from Jigsaw is extremely good , I would like to make a special mention of Moses Rahul who has always helped resolve any queries from faculties, has supported so well that even late nights or holidays .... He has always been a great support. Thanks Jigsaw... Special thanks Moses",5
Prudhvi nandan reddy Alugubelli,"Jigsaw learning center is one of the best learning platform which I experienced so far. Though it's a online learning,don't need to have any doubts about content and videos. The faculty are interactive when students having the doubts with one click.They wrap the course structure with real-time case studies as well as projects.Folks who having the interest in analytics and willing to complete the course ASAP, i recommend to go with jigsaw",4
Anju Kala,It was a wonderful experience with Jigsaw.  The course content of HR Analytics is very informative and  giving insight for applying it into the real world of HR.  Thank you Jigsaw but I want more insights to be given in Employee Engagement sessions.,5
Khowsalya R,Jigsaw is One of the Best online Institute for Data Science.The content of the Every course  is unique and easy to understand. Enrolled for Fullstack Data science Bootcamp .Faculty Jayshree madam  and kafeel sir gave us wonderful support and guidance.Any queries immediately get resolved by naveen from student Engagement team and make things easier for us.I would definitely say it is a good investment for the future.,5
SHRUTHI RAVINDRA KUMAR,The full stack data science course is an excellent option for people who want to pursue data science and it covers most of the topics. There is class room assignments and graded assignments which helps to improve the concepts. The faculty and the support staff are very good.,4
Chirag Suthar,"Very poor service,along with me and my friends registered this course of more then 50k INR but not worth to join specially who want to know the in and out of big data and data science. There are other good training institute like Coursera, simplylearn would be better then this program style. I`d not recommend this course for fresher who simple need more package to switch their career to analytics, secondly its not worth joining for working professional who are expecting to freeze their course in  between as Jigsaw only gives self learning video once you are out of continuous session series out from your assign batch. The video access is not a life time, you have to pay for the videos once your course duration is expire, Be aware!",1
Bhushan Suryavanshi,"Jigsaw has revolutionary methodology for imparting knowledge. Everything is so process oriented and that's where it wins a trust of Students and Career Aspirants.

I am learning IOT from Jigsaw and found it very indulging as if I am taking a classroom training.

I believe Jigsaw will produce the talent required by the industries. I would personally recommend Jigsaw learning to ensure growth in Analytics, Big Data and IOT field.",4
udatha teja,"While wondering about the best suit according to my qualifications and desire to learn and grow throughout the career, I choose SAS and R to enter into analytical world. Therefore I enrolled in Jigsaw for the Base SAS, Advanced SAS and R courses. The course structures are very comprehensive and understandable. The designing of the course content include the real time industry scenario and case studies.
The overall experience has been great. The courses have really been very value-adding!

The learning experience with Mayukh has also been very nice and constant support which is really commendable.. There is no doubt that he is very knowledgeable in this field and the pace at which teaches is also very good. He had an in-depth knowledge on SAS and R which helped us giving the kind of clarification we needed.",5
Challa Madhavi,"Though a faculty myself I enrolled to understand analytics HR. i was pleased to do so.The faculty were so patient enough to make the group which was otherwise non technical, get the fundas well.",5
Smitha Anil,I found out this institute after a lot of search for a good analytical institute.I found Jigsaw to be top rated for for all type of learners who want to pursue a career in analytics also it is good for advanced leaners. Their study material is extremely good and gives a strong foundation about Analytics.,5
Rahul Ranjan,"I enrolled in ""Apache Spark, Apache Storm and Data Science with SAS"" courses with Jigsaw Academy and I can say without a doubt that it hass been one of my best education investment till date.

The faculty was very helpful and they helped answer all my queries.

For beginners its a really good platform to start with if they are looking to get into the Analytics field.",4
Venkat Krishna,"I have completed Full Stack Data Science courses from jigsaw academy. The course contents are very good, assignments & case study worth informative. Jigsaw trainers and support team members are very supportive",4
Mohammad Saif,"I did Data science course from jigsaw academy and it was great learning from them and the staff also supporting and flexible in interaction some of the names of d staff from which I get immiate assistance are Ricky,  Giri,  ajeena, Irshad and the faculty is very supportive on each and every step.   Great experience doing this course I suggest evry1 to do this course from jigsaw academy itself.",5
pramod pathe,The best institute I am associated with .Prof Jitendra and prof Pritam the best faculty I have ever encountered till now.They have awesome knowledge and ready to help you. There is also a Super Good guy called Moses who is a multi tasking person handling so many programs and people at a time.U ask for anything and Moses is ready to help you..All the best to them and proud to be associated with them.,5
Kamraj Subramanian,All i can say about Jigsaw Academy is if you wish to learn then they are ready to provide you with anything to make you intellectual and happy.The customer service is better than any other analytic  institution in business right now which encouraged me to initially get into the academy. The coursework offered allows me to learn at my own pace while i'm working too.Although i studied in one of the best institutions in my place and is highly ranked in my state Tamil Nadu i didn't get the kind of quality education which these people provide here.The coursework is very interesting and we are only taught to deal with real word problems with convoluted assignments to solve.Right now i'm done with half of my coursework and i was really surprised to get a call from my mentor who was very much unhappy as i didn't call or mail him to get any kind of help.I'm sure you will get your money's worth as well as gain some very good analytically skills once your done with your coursework.As a add on i heard the institution is also working with the placement of students.Hope you all have a great time getting into Jigsaw Academy and gaining knowledge.Happy Learning!! And for me i'm planning to take all the courses as they are very interesting :) cheers bubyeee :D,5
Isaac Neduri,"i ve  been with jigsaw enrolled into data scientist and retail analytics, i found that the tutors are very supportive and intuitive. the course content is so well organised even though i'm totally new to the subject i never had any difficulty in learning, with the virtual class rooms one can replay the class session if any question arises besides there is always a support team to handle all the concerns

Thanks to the Jigsaw Team for their constructive coaching and excellent support. above all for making learning analytics affordable and simple ---- Cheers Guys",5
